,cast,title,certificate,date added,description,director,duration,episode length,genre,imdb rating,imdb_url,img_src,netflix rating,year
44,,Baby Genius: Favorite Counting Songs ,TV-Y,Unknown Date            ,"Youngsters will learn about the wonderful world of numbers and counting as they step in tune to a marching band, practice cheerleading moves and more.",,24m,24min                ,"Animal Tales, TV Programmes, Kids' TV for ages 0 to 2, Education & Guidance, Kids' TV, Kids' Music, Kids' TV for ages 2 to 4",,,https://art-s.nflximg.net/14b94/4dee30234604f537274ca6431f7010b988414b94.jpg,3.2/5,2006
45,,Baby Genius: Favorite Nursery Rhymes ,TV-Y,Unknown Date            ,"Little ones will learn about rhythm and rhyme with this program that includes favorites like ""Old MacDonald Had a Farm,"" ""Itsy Bitsy Spider"" and more.",,30m,30min                ,"Music, TV Programmes, Kids' TV for ages 0 to 2, Education & Guidance, Kids' TV, Kids' TV for ages 2 to 4, Kids' Music",,,https://art-s.nflximg.net/5a438/b230a85c3098ce59a5be46ec4bed76aad425a438.jpg,3.2/5,2003
46,,Baby Genius: Favorite Sing-A-Longs ,TV-Y,Unknown Date            ,"Baby Genius characters get tykes singing along in this animated songfest featuring toe-tapping tunes such as ""I've Been Working on the Railroad.""",,23m,23min                ,"Animal Tales, TV Programmes, Kids' TV for ages 0 to 2, Education & Guidance, Kids' TV, Kids' TV for ages 2 to 4, Kids' Music",,,https://art-s.nflximg.net/47294/9387199fb848b69176266e346d65fc2feda47294.jpg,3.2/5,2006
47,"Taylor Negron, Kate Orsini, Chris Cleveland, Brittany Renee Finamore, Rico Rodriguez, Trenton Rogers, Danny Trejo, Mercedes Colon, Dee Wallace, Luis Anthony",Babysitters Beware ,PG,3rd September 2015            ,"Danny Parker doesn't have a bad bone in him, but with tips from his pal, Marco, the model son turns into a perfect terror for would-be baby-sitters.",Douglas Horn,1hr 11m,,"Films for ages 8 to 10, Children & Family Films, Films for ages 11 to 12",4.8/10,http://www.imdb.com/title/tt1172997/,https://art-s.nflximg.net/2b062/6155b17a09d5d54fcfe090d2d2580ca5c352b062.jpg,3.5/5,2009
48,"Phillip Andre Botello, Heather Paige Cohn, Andrew Bongiorno, Lenny Hernandez, Samantha Stewart, Skyler Yeast, Melissa Mensah, Anna Beletzki, Megan Albertus",bachelor night ,NR,2nd October 2015            ,"When a bachelor and a bachelorette party collide in Vegas, sparks fly between the engaged guests of honor, sending both groups of friends scrambling.","Maximilian Elfeldt, Jeff Newman",1hr 28m,,"Late Night Comedies, Comedies, B-Horror Films",3.4/10,http://www.imdb.com/title/tt3797142/,https://art-s.nflximg.net/5b61d/55f35e4017a5624e19f7e531c8d00c234c05b61d.jpg,3/5,2014
49,"Harland Williams, Greg Pitts, Sara Foster, Josh Cooke, Warren Christie, Danny Jacobs, Emmanuelle Vaugier, Audrey Landers, Max Landwirth, Steven Crowley, Karen-Eileen Gordon",Bachelor Party 2: The Last Temptation ,R,4th April 2016            ,"Ron is ready to settle down and get married, but his skeptical future brother-in-law tries to tempt Ron with an out-of-control bachelor party.",James Ryan,1hr 42m,,"Late Night Comedies, Comedies",5.2/10,http://www.imdb.com/title/tt0954541/,https://art-s.nflximg.net/0ab1c/2d6cc18ceb77ef4ac9245649d70eb3cf2880ab1c.jpg,3/5,2007
50,"Michael J. Fox, Christopher Lloyd, Robert Zemeckis, Bob Gale",Back In Time ,TV-PG,21st October 2015            ,"Thirty years after ""Back to the Future,"" Michael J. Fox, Robert Zemeckis and others talk about the film that went from blockbuster to cultural icon.",Jason Aron,1hr 34m,,Documentaries,5.5/10,http://www.imdb.com/title/tt4284020/,https://art-s.nflximg.net/9a424/9d19d479b9539a393ce65a82f83260e1dd89a424.jpg,3.9/5,2015
51,"Michael J. Fox, Crispin Glover, Christopher Lloyd, Lea Thompson, Thomas F. Wilson, Claudia Wells, Frances Lee McCain, Casey Siemaszko, Billy Zane, James Tolkan, George DiCenzo, Marc McClure, Wendie Jo Sperber, J.J. Cohen, Harry Waters Jr.",Back to the Future ,PG,1st July 2016            ,"Eccentric inventor Doc Brown turns a DeLorean into a time machine that inadvertently sends his young friend, Marty McFly, 30 years into the past.",Robert Zemeckis,1hr 56m,,"Children & Family Films, Action & Adventure, Adventures",8.5/10,http://www.imdb.com/title/tt0088763/,https://art-s.nflximg.net/15705/8f4709ac20dd0fe3f65fd748cf11bc15f1915705.jpg,4/5,1985
52,"Michael J. Fox, Christopher Lloyd, Elisabeth Shue, Lea Thompson, Thomas F. Wilson, James Tolkan, Casey Siemaszko, Billy Zane, Charles Fleischer, Jeffrey Weissman, J.J. Cohen",Back to the Future Part II ,PG,1st July 2016            ,Marty and Doc are at it again in this sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud.,Robert Zemeckis,1hr 48m,,"Children & Family Films, Action & Adventure, Adventures",7.8/10,http://www.imdb.com/title/tt0096874/,https://art-s.nflximg.net/29b88/37102afc26e42814cfe9747799c097128a329b88.jpg,3.9/5,1989
53,"Michael J. Fox, Christopher Lloyd, Elisabeth Shue, Mary Steenburgen, Lea Thompson, Thomas F. Wilson, Matt Clark, Harry Carey Jr., Pat Buttram, James Tolkan, Dub Taylor, Marc McClure, Wendie Jo Sperber, Richard Dysart, Jeffrey Weissman",Back to the Future Part III ,PG,1st July 2016            ,The final installment of the trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885.,Robert Zemeckis,1hr 58m,,"Action & Adventure, Adventures, Westerns",7.4/10,http://www.imdb.com/title/tt0099088/,https://art-s.nflximg.net/28391/674fab912290d0cfe924fb56a6734a0e75628391.jpg,3.8/5,1990
54,"Nick Carter, Brian Littrell, A.J. McLean, Backstreet Boys, Kevin Scott Richardson, Howie Dorough",Backstreet Boys: Show 'Em What You're Made Of ,NR,16th June 2015            ,"This documentary follows pop superstars the Backstreet Boys as they record their 2013 album ""In a World Like This"" and embark on a world tour.",Stephen Kijak,1hr 45m,,"Music & Concert Documentaries, Music, British Films, Documentaries, Rock & Pop, Rockumentaries",7.8/10,http://www.imdb.com/title/tt2712154/,https://art-s.nflximg.net/6204e/641d5afcd70f9e4728818327e906b6d68616204e.jpg,4.1/5,2015
55,"Adrien Brody, Sam Neill, Bruce Spence, Robin McLeavy, Jenni Baird, Chloe Bayliss, George Shevtsov, Anna Lise Phillips",Backtrack ,R,25th June 2016            ,"Haunted by visions of the dead, psychologist Peter returns home to confront a long-ago trauma. But will the trip exorcise or embolden the ghosts?",Michael Petroni,1hr 30m,,"Psychological Thrillers, Dramas, Thrillers",5.9/10,http://www.imdb.com/title/tt2784936/,https://art-s.nflximg.net/a6a9a/f1a1bce30368777cad64d5c00d69a21345aa6a9a.jpg,3.6/5,2015
56,"Danny Trejo, Charles S. Dutton, Patrick Fabian, Joyful Drake, John Duffy, Harrison Page, Richard Riehle, Winter Ave Zoli, Ron Perlman, Danny Woodburn",Bad Ass ,R,Unknown Date            ,"Loosely based on a true incident, this tale follows a lonely Vietnam vet who bravely takes on two menacing hoods on a bus.",Craig Moss,1hr 30m,,"Action Thrillers, Action & Adventure, Cult Films, Crime Action & Adventure",5.5/10,http://www.imdb.com/title/tt1928330/,https://art-s.nflximg.net/6d6c3/40d18aa9081ab58d9552496807a0cac13c66d6c3.jpg,3.6/5,2012
57,"Danny Trejo, Danny Glover, Andrew Divoff, Jacqueline Obradors",Bad Ass 2: Bad Asses ,R,Unknown Date            ,"When a young boxer he's been mentoring turns up dead, Vietnam veteran Frank Vega hits the streets with his new partner, Bernie, to get revenge.",Craig Moss,1hr 30m,,"Action Thrillers, Crime Dramas, Dramas, Action & Adventure, Cult Films, Crime Action & Adventure",5.6/10,http://www.imdb.com/title/tt2996648/,https://art-s.nflximg.net/c6dc6/81a7b08174e3157d72dc46bc81719d39244c6dc6.jpg,3.7/5,2014
58,"Danny Trejo, Danny Glover, John Amos, Loni Love, Sammi Rotibi, Jimmy Bennett, Davi Jay, Carol Sutton, Judd Lormand",Bad Asses on the Bayou ,R,4th June 2015            ,"Pals Frank and Bernie travel to Louisiana for a wedding, but when the bride is kidnapped, her father joins the guys in a kick-ass pursuit of justice.",Craig Moss,1hr 24m,,"Action Thrillers, Action & Adventure, Cult Films, Crime Action & Adventure",5.3/10,http://www.imdb.com/title/tt3525346/,https://art-s.nflximg.net/3e213/fa2497065a39e3b5ba219f993399bf613c03e213.jpg,3.7/5,2015
59,"Martin Lawrence, Theresa Randle, Will Smith, Peter Stormare, Gabrielle Union, Jordi Mollà, Joe Pantoliano, Jon Seda, Yul Vasquez, Michael Shannon",Bad Boys II ,R,10th July 2016            ,"In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy.",Michael Bay,2hr 26m,,"Action & Adventure, Action Comedies, Action Thrillers",6.6/10,http://www.imdb.com/title/tt0172156/,https://art-s.nflximg.net/d5043/1c4cef8597f60a68d31b7f9edaa941a2736d5043.jpg,3.8/5,2003
60,"Johnny Knoxville, Jackson Nicoll, Greg Harris, Georgina Cates, Kamber Hejlik, Jill Kill, Madison Davis, George Faughnan, Spike Jonze",Bad Grandpa .5 ,UR,Unknown Date            ,"The geriatric antics of Irving Zisman continue in this next installment of the Jackass franchise, which features unused footage from the first film.",Jeff Tremaine,1hr 26m,,"Slapstick Comedies, Late Night Comedies, Comedies",6.4/10,http://www.imdb.com/title/tt3766424/,https://art-s.nflximg.net/1ea7f/d8ae08562358ca76a8184affd0dfe94104c1ea7f.jpg,3.6/5,2014
61,"Johnny Knoxville, Jackson Nicoll, Spike Jonze, Catherine Keener",Bad Grandpa .5: Bonus Material ,TV-14,Unknown Date            ,"Watch deleted scenes, a history of Johnny Knoxville's character Irving Zisman and interviews between Knoxville and the people he pranked in the film.",,31m,,"Slapstick Comedies, Late Night Comedies, Comedies",,,https://art-s.nflximg.net/76ac0/b73f2456821657ea65a5463abeb6f0cc6fa76ac0.jpg,3.7/5,2014
62,"Christian Campbell, Laura Marano, Leigh-Allyn Baker, Christian Paul, Mike Paterson, Pauline Little, Alain Goulem, Jake Manley, Zoé De Grand Maison, Kiana Madeira",Bad Hair Day ,TV-G,1st July 2015            ,"Nerdy Monica's dreams of prom glory wither when she wakes with unruly hair and then gets entangled with a cop, a jewel thief and a priceless necklace.",Erik Canuel,1hr 31m,,"Films for ages 8 to 10, Films for ages 11 to 12, Children & Family Films, Family Comedies, Canadian Films, Disney, Comedies",6.5/10,http://www.imdb.com/title/tt3856042/,https://art-s.nflximg.net/98cf0/c995e395f5ac79927937cae62a7dc97d1fa98cf0.jpg,4.1/5,2015
63,"Karen Allen, Johnny Whitworth, Theo Rossi, Michael Harney, Ashley Williams, Calvin Dutton, Iris Gilad",Bad Hurt ,TV-MA,5th June 2016            ,A blue-collar family struggles to stay afloat under the weight of caring for a son with PTSD and a daughter with special needs.,Mark Kemble,1hr 40m,,"Independent Dramas, Dramas, Independent Films",5.8/10,http://www.imdb.com/title/tt3369350/,https://art-s.nflximg.net/2933e/954ab25e175a6bbb1f63a3050a8c25c13d72933e.jpg,3.3/5,2015
64,"Ken Marino, Gillian Jacobs, Mary Kay Place, Claudia Choi, Toby Huss, Patrick Warburton, Erik Charles Nielsen, Peter Stormare, Stephen Root, Kumail Nanjiani",Bad Milo! ,R,Unknown Date            ,A man has so much stress that a creature has grown inside his digestive tract -- and pops out now and then to kill whoever's causing him problems.,Jacob Vaughan,1hr 24m,,"Horror Comedy, Horror Films, Independent Comedies, Creature Features, Late Night Comedies, Independent Films, Monster Films, Comedies",5.7/10,http://www.imdb.com/title/tt2274570/,https://art-s.nflximg.net/0e5e6/04d5d6b5435775f927e802ff8ddab2e60aa0e5e6.jpg,3.2/5,2013
65,"Judy Marte, Owen Smith, Julianna Guill, Jenn McAllister, Lauren Elizabeth Luthringshausen, Gareth Reynolds, Molly Ringwald, Jim O'Heir, Matt Walsh, Ted Travelstead, Jack McBrayer, June Diane Raphael, Casey Wilson, Eric Edelstein, Eddie Pepitone, Adam Pally, Jayson Paul",Bad Night ,NR,4th September 2015            ,"When two teenage girls are mistaken for a pair of famous art thieves, their boring class field trip turns into the adventure of their lives.","Chris Riedell, Nick Riedell",1hr 32m,,Comedies,5/10,http://www.imdb.com/title/tt4437046/,https://art-s.nflximg.net/cd98e/81a7948c167451400e10631c9fcdcc83659cd98e.jpg,3.4/5,2015
66,"Patrick Renna, Kyle Howard, Page Kennedy, Jackie Tohn, Tommy Savas, Annie Monroe, Christopher Masterson, Lynsey Bartilson, Jordan Masterson, Eric Pumphrey",Bad Roomies ,NR,30th March 2016            ,"Best buddies allow a mysterious, attractive woman to become their new roommate, not realizing that her presence will soon tear them hilariously apart.",Jason Schnell,1hr 33m,,"Dark Comedies, Comedies, Independent Films",5.1/10,http://www.imdb.com/title/tt3482062/,https://art-s.nflximg.net/7f13a/d663f905db7f41a0a41af72ac7bcfd418f37f13a.jpg,3.1/5,2015
67,"Mackenzie Davis, Logan Huffman, Jeremy Allen White, William Devane, Jon Gries, Mark Pellegrino",Bad Turn Worse ,NR,13th February 2015            ,What starts as an unwise way to finance a weekend of pre-college partying ends up as something far worse for the teens in this noir-ish crime drama.,"Simon Hawkins, Zeke Hawkins",1hr 32m,,"Crime Dramas, Dramas, Independent Films, Independent Dramas",5.5/10,http://www.imdb.com/title/tt2873214/,https://art-s.nflximg.net/652b1/ab110da829062e171c097b2e997dbabd2a9652b1.jpg,3.1/5,2013
68,"Jesse Bradford, Martin Sheen, Natasha Henstridge, Mena Suvari, Lochlyn Munro, Haylie Duff, Patrick Muldoon, Venus Terzo, Cinthya Carmona, Corale Knowles",Badge of Honor ,NR,21st April 2016            ,"While investigating an officer-involved shooting death, an Internal Affairs detective begins to suspect a cover-up and risks all to find the truth.",Agustin,1hr 38m,,"Dramas, Crime Dramas, Thrillers",4.7/10,http://www.imdb.com/title/tt3355510/,https://art-s.nflximg.net/1df32/8170c99209e4a1e535d17defa86ee4b7e2b1df32.jpg,3.6/5,2015
69,"Jet Li, Wen Zhang, Michelle Chen, Cecilia Liu, Yan Liu, Raymond Lam, Stephen Fung, Siu-Lung Leung, Jacky Wu, Ka-Yan Leung, Collin Chou",Badges of Fury ,NR,Unknown Date            ,"When a series of eerie murders erupts across Hong Kong, a young maverick cop and a grizzled vet are assigned to the case.",Tsz-ming Wong,1hr 37m,,"Chinese Films, International Action & Adventure, Asian Action Films, International Comedies, Action Comedies, International Movies, Action & Adventure, Martial Arts Films, Crime Action & Adventure, Comedies",4.7/10,http://www.imdb.com/title/tt2644714/,https://art-s.nflximg.net/a90f7/e630900de05e80baca38c208e5d91e366c9a90f7.jpg,3.2/5,2013
70,"Jack Docherty, Emer Kenny, Max Olesker, Ben Clark, Matthew Crosby, Tom Parry",Badults ,TV-14,1st September 2015            ,The members of the comedy group Pappy's star in this sitcom about childhood pals who fail miserably at adulthood through a series of misadventures.,,1 Season,28min                ,"TV Programmes, British TV Programmes, British TV Comedies",3.6/10,http://www.imdb.com/title/tt3084090/,https://art-s.nflximg.net/246dd/f587977c3d7abbcd13a65f7e0ce2073162f246dd.jpg,2.3/5,2013
71,"John Cusack, Rebecca Da Costa, Robert De Niro, Crispin Glover, Dominic Purcell, Sticky Fingaz, Martin Klebba, David Shumbris",The Bag Man ,R,16th January 2015            ,A hit man summoned to a motel deep in the bayou by an eccentric mob boss discovers that he's one of several professional killers present.,David Grovic,1hr 48m,,"Crime Thrillers, Thrillers",5.3/10,http://www.imdb.com/title/tt2212008/,https://art-s.nflximg.net/edcd2/8c038b871dcd9ef50af8c056f9bd63b199eedcd2.jpg,3.3/5,2014
72,"Aditya Srivastava, Dayanand Shetty, Dinesh Phadnis, Narendra Gupta",C.I.D ,TV-PG,15th October 2015            ,"A team of dedicated men and women in the Crime Investigation Department will risk everything to solve Mumbai's toughest, most complicated crimes.",,1 Season,43min                ,"TV Programmes, TV Dramas, Crime TV Programmes",7.6/10,http://www.imdb.com/title/tt0049041/,https://art-s.nflximg.net/98b76/8fb50332ef412d481c58437bc61f229a13498b76.jpg,2.8/5,2013
73,"Sean Astin, Currie Graham, Mitch Ryan, Ryan Donowho, Brando Eaton, Lydia Hearst, Jillian Murray, Claudette Lalí, Solly Duran",Cabin Fever: Patient Zero ,NR,30th September 2014            ,"On a remote island, a group of vacationers stumbles upon a seemingly abandoned research facility where a deadly flesh-eating virus has been unleashed.",Kaare Andrews,1hr 34m,,"Horror Films, B-Horror Films",4.5/10,http://www.imdb.com/title/tt2102496/,https://art-s.nflximg.net/994dd/b9171fc1a0d83bae6a22e367f9468157645994dd.jpg,3/5,2014
74,"Werner Krauss, Conrad Veidt, Fredrich Feher, Lil Dagover, Hans Heinrich von Twardowski, Rudolf Lettinger",The Cabinet of Dr. Caligari ,NR,18th November 2014            ,"An asylum inmate explains to his psychiatrist how he came to the institution, telling the story of an evil hypnotist and his unwitting pawn.",Robert Wiene,1hr 17m,,"Silent Films, Horror Films, Classic Films, German Films, Supernatural Horror Films, International Movies",8.1/10,http://www.imdb.com/title/tt0010323/,https://art-s.nflximg.net/a0427/ba735b95536160bc41b3d258f2c8d95dca1a0427.jpg,3.8/5,1920
75,"Hilary Duff, Christy Carlson Romano, Gary Cole, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer, Sarah Gadon, Andrea Lewis, Joe Matheson",Cadet Kelly ,TV-G,Unknown Date            ,"When her mother weds a retired general, a cool and carefree teen gets new marching orders and is shipped off to military school in upstate New York.",Larry Shaw,1hr 40m,,"Family Features, Films for ages 11 to 12, Films for ages 8 to 10, Children & Family Films, Family Comedies, Disney, Comedies, Teen Comedies",5.5/10,http://www.imdb.com/title/tt0294425/,https://art-s.nflximg.net/acd9c/0592d9fddc3e9abf88fe38df48448035257acd9c.jpg,3.6/5,2002
76,"Ving Rhames, Nipsey Hussle, Gillie Da Kid, Robert Patrick, Robert LaSardo, Erick Nathan, Jeanette Branch, Johnny Chavez",Caged Animal ,R,Unknown Date            ,"When his son is thrown into the same prison, ex-crime lord Cain sees a chance to reconcile. But Cain's rival soon also arrives on the cell block.",Ryan Combs,1hr 24m,,"Action Thrillers, Crime Dramas, Dramas, Action & Adventure, Crime Action & Adventure",4.7/10,http://www.imdb.com/title/tt1465519/,https://art-s.nflximg.net/125fa/9a6fcf3974cfd5c8e1511c79c3cd276038f125fa.jpg,3.7/5,2010
77,"Hyun-joon Shin, You-Mi Ha, Jung-an Chae, Ji-min Han, Hae-sook Kim, Ji-sub So, Nae-sang Ahn, Ki-won Yun, Yong Jang, Hae-hyo Kwon",Cain and Abel ,TV-14,11th February 2016            ,Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.,,1 Season,8hr 05min                ,"TV Programmes, Korean TV Programmes, Korean TV Dramas",8.1/10,http://www.imdb.com/title/tt3147968/,https://art-s.nflximg.net/2223e/cb8828d6e31d9245a954cc7d22403e6e1b22223e.jpg,3.5/5,2009
78,"Patricia Clarkson, Alexander Siddig, Elena Anaya, Amina Annabi, Tom McCamus, Mona Hala, Fadia Nadda, Mohamed Abdel Fatah, Hossam Abdulla, Nabil Shazli",Cairo Time ,PG,Unknown Date            ,"As a magazine editor awaits her diplomat husband's arrival in Cairo, his friend shows her around the city -- and an unexpected attraction develops.",Ruba Nadda,1hr 29m,,"Romantic Dramas, Dramas, Romantic Independent Films, Independent Films, Canadian Films, Independent Dramas, Romantic Films",6.7/10,http://www.imdb.com/title/tt0896529/,https://art-s.nflximg.net/9e980/138d367ca29669a42979b429260accc210b9e980.jpg,3.4/5,2009
79,"Jennifer Aniston, Anna Kendrick, Adriana Barraza, William H. Macy, Paula Cale, Sam Worthington, Felicity Huffman, Ashley Crow, Chris Messina, Britt Robertson, Lucy Punch, Camille Guaty, Allen Maldonado, Mamie Gummer, Manuel Garcia-Rulfo",Cake ,R,20th June 2015            ,"Wracked with physical pain and reeling from a tragic loss, Claire indulges a complicated obsession with a woman who took her own life.",Daniel Barnz,1hr 41m,,"Dramas, Independent Films, Independent Dramas",6.4/10,http://www.imdb.com/title/tt3442006/,https://art-s.nflximg.net/109c6/7bbadc1b8e1a3eb306c80a5fd6da7d2e3f1109c6.jpg,3.4/5,2014
80,,California State of Mind: The Legacy of Pat Brown ,TV-Y7,1st January 2016            ,"Told from the perspective of his granddaughter, this compelling documentary explores the life and legacy of California Governor Pat Brown.",Sascha Rice,1hr 26m,,"Biographical Documentaries, Historical Documentaries, Documentaries",8.5/10,http://www.imdb.com/title/tt1326743/,https://art-s.nflximg.net/31a7e/65137b4dfd070d9b3762a4f8679bbc4d38931a7e.jpg,2.6/5,2011
81,"David Duchovny, Natascha McElhone, Madeleine Martin, Evan Handler, Pamela Adlon, Madeline Zima, Stephen Tobolowsky",Californication ,TV-MA,Unknown Date            ,"A novelist battles writer's block and a weakness for drugs, booze and sex while struggling to make things work with his girlfriend and daughter.",,7 Seasons,33min                ,"TV Programmes, TV Dramas, TV Comedies, TV Comedy Dramas",8.4/10,http://www.imdb.com/title/tt0904208/,https://art-s.nflximg.net/01076/76b760d500904b3b11131da44258668c2dd01076.jpg,4/5,2014
82,"Melissa Leo, Octavia Spencer, Sofia Vassilieva, Mitch Rouse, Jennifer Hudson, Sarah Hyland, Melanie Griffith, Ernie Hudson, Lea Thompson, Jean Smart, Jason Ritter, Brittany Snow, Chelsea Handler, Ken Baumann, Melissa Farman",Call Me Crazy: A Five Film ,NR,3rd September 2015            ,"Five shorts explore the struggle to cope with mental illness through the stories of a schizophrenic law student, a war veteran with PTSD and more.","Laura Dern, Bryce Dallas Howard, Bonnie Hunt, Ashley Judd, Sharon Maguire",1hr 28m,,"Dramas, Tearjerkers",7/10,http://www.imdb.com/title/tt2536846/,https://art-s.nflximg.net/dff5f/f81faeafa4ef666a2fad2aec8a4aa762241dff5f.jpg,4/5,2013
83,"Bill Cobbs, Chris Mulkey, Gabrielle Dennis, Bai Ling, Amin Joseph, Jonathan 'Lil J' McDaniel, Sean Riggs, Iyad Hajjaj, Monyque Thompson Scott, Shaun Mixon",Call Me King ,R,8th September 2015            ,Two brothers from a deposed dictatorial regime in Haiti put together a gun-running crew in the U.S. and go to work for a local Mafia boss.,R.L. Scott,1hr 56m,,"Action & Adventure, Crime Action & Adventure, Action Thrillers",5.9/10,http://www.imdb.com/title/tt2913562/,https://art-s.nflximg.net/3cb93/716ebde2370d22039b4b81eeb963126df0c3cb93.jpg,3.4/5,2015
